,Integration Type,Language,Sentiment,Categories,Text,pred
237,tripadvisor,eng,1,experience;food;family_friendly;value;service;reputation,Authentic Greek Souvlaki in pitta with home made chips and dips. The kalamari and octopus platter was amazing (grilled with a drizzle of olive oil). Family of four fed and happy for dinner time for less than euro32. Anna and co are excellent and welcoming. Would visit time and again. Bravo!,1
239,tripadvisor,eng,1,experience;service;food,"Haven’t been to the steakhouse in a while, on arrival we were shown to our table which was a few inches from a family who were already seated it felt like we were on the same table ! An it was next to the main door to kitchen so we asked to move, which was accommodated. Staff were attentive and polite, I was a little disappointed that the bread and oil had been taken off the menu , I needed up having marinated olives which was a tiny portion. We both ordered the Middleton grill, steak chicken and ribs. The food arrived and was delicious, well presented the steak cooked to perfection and excellent quality. The sweet potato fries were crisp and not greasy and the side of coleslaw was clearly homemade with quality ingredients all in all a super meal.The only lottery is which table you get ! The table we were moved to was very small next to till area but the food was great.",0
241,tripadvisor,eng,1,environment;food;service;value,"We took advantage of the pre 6pm set menu as we had a date at the theatre. My wife had the pate to start, which was small but OK, it came with bread which would have been better toasted. I chose the fish coujons, which were ok.For mains we both chose the grilled chicken, portion size was fine and meat tasty. Service was ok. my wife highlighted some food rubbish under a table next to us and the place looked like it need a good clean.The price for what we paid was ok and the food ok. All in all OK",-1
242,tripadvisor,eng,1,service;food,The Ellis burger is just fabulous and the sauce is worth moving to Amsterdam for. Service also very good.,1
243,tripadvisor,eng,1,experience;food;service;reputation,My family went to Middleton’s and we loved it. The food there is brilliant and has excellent service! I definitely recommend this to others.,1
244,tripadvisor,eng,1,experience;environment;service,"Visited with 3 colleagues while in the area on business. We all thought the menu was good with a varied selection of choices. Despite being a steakhouse, the veggie in the group was quite happy with the suitable choices on offer. The restaurant had a great atmosphere and our server was friendly with a bubbly personality and was attentive.",1
245,tripadvisor,eng,1,experience;food,"We have been here lots of times with family, friends or just as a couple and always have a lovely time. Food is great and lots of variety, we have visited with our vegetarian friend and was pleased to see he had multiple options to choose from wit both starters and mains. I also love the fact they bring over a jug of water without being asked and refill it throughout the meal whenever you run low. ",1
246,tripadvisor,eng,1,experience;food,"I had the croquettes for starters which were cheesy and also full of ham and didn’t disappoint! I went for the beef wellington medium rare for main and it was so tender I could’ve cut the steak with a spoon! The pastry was slightly stodgy by I just left that part and ate the flaky bit, it was delicious!",-1
250,tripadvisor,eng,1,experience;food;value,Can here for a works evening meal. Overall every one enjoyed their meals. However the chicken wings I had were extremely disappointing very dry and had no taste. The steak I had was tasty and staff friendly. A bit pricey for what it was. However I wasn't paying so happy days.  I sure there would be other establishments in the area that would be just as nice but not as expensive,1
253,tripadvisor,eng,1,experience;service;food,Excellent mother's day experience - fast service and great food. Restaurant very busy which shows it is consistently good - even on a Saturday lunchtime,1
254,tripadvisor,eng,1,experience;service;food;value,"Felt for a steak in Norwich on a weekend for work. They had a good reputation and seem to be an institution in Norwich. Place is well laid out and spacious. Staff are friendly and efficient. Pretty typical fare for a steakhouse but I did like the wide range of steak cuts and weights - I wanted as starter so I only ordered a 6oz steak for my main which was cooked well and I had no complaints. Apparently, they are always busy - I went just after the lunch rush but it picks up again in early afternoon! Prices were reasonable and I was happy with the choice.",1
257,tripadvisor,eng,1,experience;food;service,"Second time visiting Middleton’s in Peterborough, and blown away a second time! The classic Middleton Grill and Sundae both lived up to their name, steaks being cooked to perfection, zingy ribs falling off the bone and delicious grilled chicken; even the ice cream had an incredible taste! While the food was fantastic, it’s important to mention the brilliant assistance provided by the waiting staff, especially the bearded gentleman named ‘Jack’; who couldn’t have been more helpful during the meal today. I know for certain that I will definitely be coming back to Middleton’s again.",1
